Country,Variable,Category,all_Mean,all_SE,reading_Mean,reading_SE,math_Mean,math_SE,science_Mean,science_SE
Thailand,SC05Q01,01,2.73,0.74,385,9.03,408,12.07,419,12.60
Thailand,SC05Q01,02,1.93,0.80,415,14.20,446,26.79,446,20.65
Thailand,SC05Q01,03,5.08,1.23,420,16.93,438,23.59,452,17.56
Thailand,SC05Q01,04,7.73,1.75,411,7.97,398,7.05,425,9.12
Thailand,SC05Q01,05,11.57,2.48,410,6.71,390,6.12,412,6.98
Thailand,SC05Q01,06,31.69,3.42,437,5.66,417,5.93,436,4.76
Thailand,SC05Q01,07,20.48,3.23,449,7.23,433,7.38,447,6.24
Thailand,SC05Q01,m,17.48,2.79,492,7.51,474,9.09,486,7.37
Thailand,SC05Q01,09,1.31,0.93,429,5.79,412,6.00,438,6.49
Thailand,SC05Q01,98,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,SC05Q01,01,0.31,0.31,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,SC05Q01,02,2.23,1.24,380,19.21,354,20.87,384,20.02
Tunisia,SC05Q01,03,24.26,3.59,393,9.74,376,9.44,389,8.07
Tunisia,SC05Q01,04,39.18,3.61,395,9.11,383,8.06,391,6.87
Tunisia,SC05Q01,05,18.80,2.04,439,7.23,412,6.08,424,6.14
Tunisia,SC05Q01,06,2.05,1.22,434,8.10,422,6.46,429,6.95
Tunisia,SC05Q01,07,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,SC05Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,SC05Q01,09,13.17,2.62,405,12.52,390,10.00,398,11.83
Tunisia,SC05Q01,98,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
United Arab Emirates,SC05Q01,01,1.38,0.30,426,20.41,420,11.23,435,15.87
United Arab Emirates,SC05Q01,02,9.66,1.46,462,9.77,463,10.92,472,10.52
United Arab Emirates,SC05Q01,03,18.11,1.60,451,6.71,445,7.75,458,9.21
United Arab Emirates,SC05Q01,04,32.12,2.31,439,4.13,432,3.79,446,4.13
United Arab Emirates,SC05Q01,05,12.31,1.95,479,6.66,466,6.84,482,7.55
United Arab Emirates,SC05Q01,06,1.59,0.77,451,38.75,436,31.10,451,31.26
United Arab Emirates,SC05Q01,07,0.49,0.40,469,8.14,435,5.59,458,5.53
United Arab Emirates,SC05Q01,m,0.24,0.01,355,7.28,361,6.18,376,7.05
United Arab Emirates,SC05Q01,09,17.84,1.76,435,7.54,418,7.69,436,6.67
United Arab Emirates,SC05Q01,98,6.26,1.05,356,8.86,362,6.19,378,7.00
Uruguay,SC05Q01,01,3.58,0.93,326,19.30,338,21.46,352,15.41
Uruguay,SC05Q01,02,8.53,2.03,360,14.72,373,12.11,376,13.54
Uruguay,SC05Q01,03,24.03,3.12,428,9.40,426,8.05,429,8.74
Uruguay,SC05Q01,04,23.71,3.00,427,8.93,420,8.74,430,8.82
Uruguay,SC05Q01,05,21.36,2.59,419,7.42,412,7.30,419,7.34
Uruguay,SC05Q01,06,14.28,2.16,412,7.64,406,6.71,414,7.57
Uruguay,SC05Q01,07,0.72,0.03,425,16.63,429,11.56,451,15.26
Uruguay,SC05Q01,m,0.65,0.91,350,5.96,403,3.18,391,5.32
Uruguay,SC05Q01,09,1.07,0.80,293,15.18,336,11.17,320,23.65
Uruguay,SC05Q01,98,2.06,1.11,383,9.80,383,18.87,398,14.82
Vietnam,SC05Q01,01,3.23,0.76,413,9.37,426,13.88,433,5.63
Vietnam,SC05Q01,02,1.10,0.69,369,37.95,389,20.18,431,22.42
Vietnam,SC05Q01,03,0.35,0.35,487,4.86,462,6.10,488,4.31
Vietnam,SC05Q01,04,1.94,0.48,481,105.78,493,124.58,495,109.11
Vietnam,SC05Q01,05,11.12,2.73,488,14.43,490,15.94,512,15.40
Vietnam,SC05Q01,06,13.46,2.50,500,7.88,489,9.61,519,9.21
Vietnam,SC05Q01,07,36.52,4.11,519,7.11,527,7.84,539,6.33
Vietnam,SC05Q01,m,9.27,2.05,528,8.25,529,13.62,550,9.27
Vietnam,SC05Q01,09,23.01,3.49,519,8.29,523,9.82,538,8.13
Vietnam,SC05Q01,98,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
