Country,Variable,Category,all_Mean,all_SE,reading_Mean,reading_SE,math_Mean,math_SE,science_Mean,science_SE
Latvia,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Latvia,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Latvia,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Liechtenstein,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Liechtenstein,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Liechtenstein,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Liechtenstein,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Liechtenstein,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Liechtenstein,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Lithuania,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Lithuania,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Lithuania,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Lithuania,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Lithuania,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Lithuania,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Macao-China,PA02Q01,1,1.25,0.17,490,11.08,515,11.61,507,9.45
Macao-China,PA02Q01,2,7.07,0.39,497,4.02,519,4.49,507,4.61
Macao-China,PA02Q01,3,24.74,0.62,506,2.26,536,2.46,517,2.15
Macao-China,PA02Q01,4,30.88,0.67,513,1.99,543,2.20,525,1.94
Macao-China,PA02Q01,5,28.69,0.62,515,2.18,545,2.56,527,1.89
Macao-China,PA02Q01,m,7.37,0.37,499,4.29,537,5.00,513,4.19
Malaysia,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Malaysia,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Malaysia,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Malaysia,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Malaysia,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Malaysia,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Massachusetts (USA),PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Massachusetts (USA),PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Massachusetts (USA),PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Massachusetts (USA),PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Massachusetts (USA),PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Massachusetts (USA),PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Montenegro,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Montenegro,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Montenegro,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Montenegro,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Montenegro,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Montenegro,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Perm (Russian Federation),PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Perm (Russian Federation),PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Perm (Russian Federation),PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Perm (Russian Federation),PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Perm (Russian Federation),PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Perm (Russian Federation),PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Peru,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Peru,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Peru,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Peru,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Peru,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Peru,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Qatar,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Qatar,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Qatar,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Qatar,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Qatar,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Qatar,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Romania,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Romania,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Romania,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Romania,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Romania,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Romania,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Russian Federation,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Russian Federation,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Russian Federation,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Russian Federation,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Russian Federation,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Russian Federation,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Serbia,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Serbia,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Serbia,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Serbia,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Serbia,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Serbia,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Singapore,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Singapore,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Singapore,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Singapore,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Singapore,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Singapore,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Thailand,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Thailand,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Thailand,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Thailand,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Thailand,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Thailand,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Tunisia,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
United Arab Emirates,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
United Arab Emirates,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
United Arab Emirates,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
United Arab Emirates,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
United Arab Emirates,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
United Arab Emirates,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Uruguay,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Uruguay,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Uruguay,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Uruguay,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Uruguay,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Uruguay,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Vietnam,PA02Q01,1,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Vietnam,PA02Q01,2,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Vietnam,PA02Q01,3,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Vietnam,PA02Q01,4,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Vietnam,PA02Q01,5,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
Vietnam,PA02Q01,m,a  ,a  ,a  ,a  ,a  ,a  ,a  ,a  
